0-9 y/o % of total pop,10-19 y/o % of total pop,20-29 y/o % of total pop,30-39 y/o % of total pop,40-49 y/o % of total pop,50-59 y/o % of total pop,80+ y/o % of total pop,% White-alone,% Asian-alone,GQ_ESTIMATES_2018,R_birth_2018,R_death_2018,R_NATURAL_INC_2018,R_INTERNATIONAL_MIG_2018,CI90LBINC_2018,Median_Household_Income_2018,Med_HH_Income_Percent_of_State_Total_2018,Total Hospitals (2019),Percent of Population Aged 60+,Heart disease_prevalence,Heart disease_Lower 95% CI,Heart disease_Upper 95% CI,COPD_prevalence,COPD_Lower 95% CI,COPD_Upper 95% CI,diabetes_prevalence,diabetes_Upper 95% CI,CKD_prevalence,CKD_Lower 95% CI,CKD_Upper 95% CI,Urban_rural_code,age_60_80
10.67562628,12.59875728,12.91646751,12.74777181,13.27072848,13.7711924,4.014957685,91.38246127,0.463913178,3315.0,9.1,10.3,-1.2,0.4,43376.0,47624.0,85.5,0.70157346,22.1,8.9,8.1,9.8,11.1,9.6,12.5,13.9,14.9,3.3,3.1,3.6,5.0,20.00449855
9.920921282,12.19706537,17.43189609,11.3311083,10.38998136,12.36243911,4.717661916,93.33994828,0.823861928,4101.0,9.7,10.2,-0.5,0.7,51314.0,54093.0,95.5,0.958221834,24.5,7.9,7.0,8.7,8.6,7.3,9.9,10.4,11.3,3.0,2.8,3.3,5.0,21.648926578
11.97256958,12.69866882,12.8075837,12.06938282,12.69463493,13.36425978,4.126663977,86.70431626,0.544574425,1306.0,11.4,11.7,-0.3,0.2,35513.0,39513.0,67.4,0.341704315,22.9,9.8,8.9,10.8,12.0,10.3,13.6,15.2,16.3,3.8,3.5,4.1,5.0,20.266236381
11.63507708,12.05964114,9.951983826,11.119535,10.14404852,13.43442002,7.581501137,96.71468284,0.672226434,348.0,11.3,11.4,-0.1,0.2,46531.0,50821.0,72.3,0.447801612,29.8,8.2,7.3,9.1,6.9,5.8,8.1,11.4,12.3,3.4,3.1,3.7,6.0,24.073793282
13.3411951,12.91322714,13.33787323,12.94201671,11.67693679,12.35792073,4.392069582,73.72952204,4.130748916,4811.0,13.0,9.9,3.1,2.0,53284.0,56478.0,86.8,2.650962634,21.9,7.3,6.6,8.1,8.1,6.9,9.3,11.3,12.2,3.2,3.0,3.4,3.0,19.038760719
9.280913717,12.22563226,13.79511285,11.86434093,9.894720485,12.85886329,4.999805757,93.32970747,1.48401383,1074.0,9.2,8.8,0.4,3.2,47241.0,51774.0,90.8,1.6630909,26.4,7.4,6.6,8.3,5.8,4.8,6.9,9.4,10.4,3.0,2.7,3.2,5.0,25.080610698
10.88016967,13.19194062,10.30752916,9.183457052,10.60445387,12.66171792,6.956521739,97.03075292,0.339342524,78.0,11.6,11.8,-0.2,0.0,44593.0,49685.0,83.2,0.227285686,31.4,9.1,8.1,10.1,8.6,7.2,10.0,12.4,13.5,3.6,3.3,3.9,6.0,26.21420997
12.0793928,12.35221909,16.49267795,14.38372033,11.38401425,12.02614153,3.502481025,53.27374263,2.920866543,14891.0,12.8,8.8,4.0,1.8,50464.0,54165.0,92.4,3.98625169,19.6,6.4,5.9,6.9,7.0,6.1,7.8,12.6,13.4,3.1,2.9,3.3,3.0,17.779353029
12.52041372,13.55205332,13.29049219,12.18450018,11.82203221,12.82313422,4.344304739,53.60144456,0.857708087,3683.0,12.2,11.0,1.1,-0.4,36758.0,40077.0,89.6,2.496671053,22.6,8.7,8.0,9.5,9.2,8.1,10.4,14.4,15.4,3.7,3.5,4.0,5.0,19.463069431
9.848868513,11.20292134,15.8488152,13.00210571,12.1011808,13.26332063,4.256736946,70.81589679,0.983554122,4641.0,8.4,9.9,-1.5,1.0,43999.0,47380.0,83.7,0.54046558,22.8,9.0,8.3,9.8,10.0,8.9,11.3,12.6,13.4,3.4,3.2,3.6,5.0,20.476050853
12.29732052,12.88458968,12.23620634,12.70220202,12.39090163,13.29138099,4.149080422,69.06285212,1.059949199,1416.0,12.2,11.3,0.9,0.4,45283.0,47993.0,96.2,2.163911854,22.5,9.1,8.4,9.9,9.9,8.6,11.2,16.1,17.0,3.6,3.4,3.8,4.0,20.048318404
13.58606075,14.14174712,12.92206263,13.09159407,11.89545562,12.97621851,3.312926772,83.58370615,0.73934542,638.0,13.8,12.1,1.6,0.8,39132.0,43679.0,74.5,0.58540469,21.0,8.4,7.7,9.2,10.1,8.8,11.4,13.9,14.8,3.5,3.3,3.7,5.0,18.073934541
12.56554063,13.90113473,12.80031303,11.47515325,11.01865136,12.86813617,4.679796531,64.9041346,0.451284727,1376.0,11.2,13.7,-2.5,0.1,39357.0,42354.0,81.6,1.215262235,23.7,10.4,9.7,11.1,11.0,9.9,12.1,15.1,15.9,4.0,3.7,4.2,3.0,20.691274293
13.44720355,13.64384689,12.00896328,11.31156537,12.086706,13.49064801,4.111217817,95.49778205,0.592216582,407.0,12.6,12.2,0.4,0.3,39520.0,43651.0,83.4,0.742895505,23.4,10.2,9.2,11.1,12.4,10.8,14.1,14.5,15.5,3.6,3.3,3.9,5.0,19.899849091
14.17165669,13.57285429,9.647371923,10.31270792,8.050565536,13.57285429,7.917498337,95.60878244,0.066533599,19.0,16.5,6.6,9.9,0.0,45819.0,51350.0,88.3,0.071755673,26.5,8.6,7.7,9.6,7.7,6.4,9.2,12.5,13.7,3.4,3.1,3.7,6.0,22.75449102
14.14779057,13.14519124,10.89862607,11.38135908,11.21425919,11.9012254,4.762346825,91.20868919,0.761232826,136.0,12.1,10.2,1.9,0.9,51628.0,57952.0,97.0,0.519262228,25.7,7.5,6.7,8.3,7.3,6.1,8.4,11.3,12.2,3.1,2.9,3.4,6.0,22.549201637
12.51596424,12.32930543,9.853620198,9.888004716,9.86835642,13.97485018,5.260831123,95.92789076,0.486295314,302.0,12.3,14.3,-2.0,-0.1,42967.0,45276.0,83.2,0.405402017,30.8,11.5,10.3,12.7,13.5,11.5,15.5,15.5,16.8,4.2,3.8,4.5,6.0,26.30906769
10.20712625,10.89407765,12.44145301,11.58796794,11.86899351,14.05474794,5.061929709,96.30850363,0.49266211,2316.0,10.0,12.4,-2.4,0.3,35827.0,40064.0,91.0,0.89381958,27.1,11.3,10.2,12.4,14.1,12.2,16.1,15.7,17.0,3.7,3.4,4.0,5.0,23.88370399
8.830496215,11.45871869,10.61227645,10.50405552,11.84743058,16.93933555,5.125033819,93.56471998,2.052884695,2474.0,7.7,10.0,-2.3,1.6,72739.0,76304.0,99.9,1.622192957,27.2,6.9,6.1,7.7,6.6,5.4,7.9,9.2,10.2,2.9,2.6,3.1,5.0,24.682653175
10.70326959,10.7649599,15.87754473,14.25046268,13.10148057,13.57958051,3.716841456,65.38402221,0.879086983,2231.0,8.8,7.0,1.9,8.0,36639.0,40499.0,69.1,0.178750365,19.1,9.0,8.3,9.8,10.6,9.4,11.8,15.1,16.0,3.7,3.5,4.0,6.0,18.005860581
13.37510484,15.50150476,12.08742415,12.5807884,10.99708915,10.84907988,3.937046722,94.91341457,0.685776309,474.0,10.5,9.2,1.3,0.8,46333.0,51394.0,72.0,0.34624791,22.2,7.0,6.4,7.7,6.8,5.9,7.7,11.9,12.7,3.2,3.0,3.4,5.0,20.671962108
10.69318268,11.66754885,11.61569788,12.55441651,11.65242565,14.03324944,4.660106078,95.12492843,0.789647089,1455.0,9.9,9.2,0.7,0.2,60944.0,64591.0,114.0,1.333595974,25.2,7.6,6.8,8.4,8.2,6.8,9.6,9.9,10.8,3.0,2.7,3.2,5.0,23.123372904
16.46683466,15.0117867,16.00552756,12.89830922,11.11201431,10.14672411,3.842871078,94.77117542,0.780360917,1914.0,16.7,8.1,8.5,1.2,39819.0,44276.0,73.0,0.89665957,19.0,7.9,7.2,8.6,6.5,5.7,7.4,15.8,17.1,3.8,3.5,4.1,5.0,14.515932369
9.336545685,12.77428046,31.82560037,11.79244061,8.821015,8.60081345,2.372995518,90.55723945,3.611305407,2195.0,9.9,5.0,4.9,6.4,42893.0,47561.0,76.4,1.93761002,15.5,4.8,4.4,5.3,5.4,4.5,6.2,7.4,8.0,2.3,2.1,2.4,5.0,14.476308904
11.44795032,11.73896107,11.07903119,11.10652826,11.44795032,14.29160652,5.719392315,97.91251346,0.277262208,775.0,9.8,11.8,-2.0,0.1,43313.0,46751.0,76.8,0.678107153,27.0,8.8,7.9,9.8,9.7,8.4,11.3,12.9,14.1,3.4,3.2,3.7,6.0,23.168580003
13.35007681,15.25932067,12.94835532,13.69205823,15.34893077,13.73229134,1.869010753,75.11643218,1.224061837,474.0,11.0,6.6,4.4,0.9,69939.0,73309.0,125.0,2.261175581,14.0,5.7,5.2,6.2,7.0,6.1,8.0,10.4,11.1,2.6,2.5,2.8,2.0,13.799956109
12.13190773,12.76693151,11.6593319,12.28106448,12.04773016,14.55312048,4.563310394,90.9110376,6.011312284,1561.0,11.3,8.4,2.9,0.4,59842.0,63442.0,104.4,3.098256355,22.8,7.1,6.4,7.9,6.6,5.6,7.8,9.2,10.1,2.9,2.7,3.1,4.0,19.996603363
10.27038696,10.45928005,12.96346268,12.54789789,12.64504291,13.4653786,4.662960764,59.47433752,0.491122025,2043.0,9.7,11.3,-1.6,1.1,34171.0,38249.0,69.0,0.188775607,25.8,11.1,10.3,12.0,12.6,11.2,13.9,16.7,17.7,4.4,4.1,4.7,6.0,22.985590156
9.22829582,11.38263666,9.123794212,9.670418006,10.56270096,14.95176849,6.623794212,94.11575563,0.578778135,241.0,7.9,10.5,-2.6,0.5,41827.0,46281.0,65.8,0.281559366,30.6,9.1,8.2,10.0,7.6,6.4,8.8,12.3,13.3,3.7,3.4,3.9,6.0,28.45659164
12.02699648,12.47392385,11.48900442,11.69632189,12.30664901,13.66422321,5.237187974,92.37962993,1.142506539,2613.0,11.9,10.5,1.4,1.5,56093.0,60744.0,99.8,2.405873401,24.9,7.8,7.1,8.7,8.5,7.3,9.9,11.8,12.8,3.2,2.9,3.4,4.0,21.105693152999997
9.734757148,14.9385693,18.45906533,9.67045585,9.574003904,12.57779309,3.874153175,92.9796762,0.900218165,3342.0,8.8,8.4,0.4,1.4,41931.0,45804.0,80.9,0.627304254,23.8,8.4,7.6,9.2,9.7,8.3,11.1,11.0,11.9,3.2,3.0,3.4,5.0,21.171202201
12.78274292,13.665987,11.34306458,12.2634678,12.60647522,13.96326009,4.198982411,91.45816262,0.870857709,1045.0,11.5,9.5,1.9,0.4,66347.0,71374.0,131.2,2.090016865,21.9,7.3,6.6,8.1,8.2,6.9,9.5,10.5,11.4,2.8,2.6,3.0,2.0,19.176019975000003
19.83000271,16.32154806,12.94872954,12.69554209,9.684419929,11.1764174,2.748892305,34.73189258,0.57871417,186.0,19.9,13.8,6.1,0.5,35993.0,40179.0,72.7,0.582981347,16.0,8.8,8.2,9.4,9.8,8.8,10.8,14.9,15.8,3.9,3.7,4.1,6.0,14.594447957
9.670973758,11.04302651,12.64153457,12.30851206,13.4674304,15.14586386,4.142800053,96.60317037,0.213134408,698.0,8.2,10.6,-2.4,-0.3,45385.0,50768.0,115.3,0.232796849,24.5,10.2,9.3,11.2,12.6,11.0,14.3,14.7,15.8,3.4,3.1,3.6,6.0,21.579858802
10.29854491,9.564726543,14.77044656,13.31535374,12.54390366,13.45333668,5.124184646,45.83542398,0.457852484,2920.0,10.8,12.8,-2.0,0.0,30437.0,33659.0,70.1,0.54059311,24.3,10.9,10.1,11.7,12.0,10.8,13.4,19.1,20.2,4.6,4.3,4.9,6.0,20.929503263999997
10.68517724,13.85953282,14.0506181,11.246734,11.44951839,12.89630698,4.820028858,87.57555668,2.047342355,1991.0,11.4,12.2,-0.9,1.6,52405.0,57274.0,78.9,0.28901374,25.2,7.0,6.3,7.7,7.4,6.2,8.6,10.4,11.4,2.9,2.7,3.1,3.0,20.992083613
16.03575401,15.51262512,11.82188903,13.8196647,11.20402027,11.6859579,3.525971084,94.20851011,0.976232648,299.0,16.4,8.0,8.4,0.2,63036.0,69975.0,120.3,1.159023598,19.6,6.3,5.6,7.0,6.6,5.5,7.7,9.9,10.8,2.7,2.5,2.9,4.0,16.394117893
22.69155206,19.35166994,14.29273084,11.88605108,10.46168959,8.202357564,1.52259332,15.81532417,0.049115914,3.0,24.2,14.3,9.9,0.0,23455.0,25973.0,45.5,0.131543183,11.7,10.9,10.2,11.7,11.3,10.1,12.6,18.1,19.1,4.6,4.4,5.0,6.0,11.591355599
12.36673057,14.33087815,16.65153197,10.89698315,10.73554636,12.50798776,3.706319578,43.49039787,1.446204554,1627.0,12.7,12.3,0.4,0.4,33888.0,37562.0,64.1,0.409838419,21.3,8.4,7.8,9.1,9.7,8.6,10.9,17.0,18.0,4.0,3.7,4.2,5.0,18.80402247
11.75861176,12.82051282,8.443408443,9.583009583,8.806008806,13.7011137,6.500906501,87.02408702,2.02020202,74.0,8.8,9.3,-0.5,2.6,40598.0,44911.0,80.9,0.099044697,32.7,10.8,9.8,11.9,10.0,8.5,11.5,14.9,16.1,4.2,3.9,4.5,6.0,28.38642839
11.87567975,11.9049611,11.54521877,11.69999163,11.82548314,13.86681168,5.270643353,92.80097047,0.652555844,883.0,12.9,13.7,-0.8,0.0,36597.0,40761.0,62.6,0.350866803,26.1,9.5,8.5,10.5,11.1,9.5,12.8,13.1,14.2,3.8,3.5,4.1,6.0,22.011210579
9.238565489,10.15462578,8.121101871,8.653846154,9.901247401,15.61200624,6.262993763,91.53456341,0.454781705,134.0,8.4,11.9,-3.5,0.2,51890.0,55295.0,91.0,0.35213074,36.5,10.0,9.0,11.0,8.8,7.4,10.2,12.8,13.9,3.9,3.6,4.2,6.0,32.0556133
9.374688341,14.96958213,15.36850504,10.1924803,11.37927595,12.10731026,6.023735913,34.34726239,0.179515309,1200.0,9.1,10.9,-1.8,0.0,31167.0,33437.0,74.7,0.332383401,23.5,10.6,10.0,11.4,11.2,10.2,12.4,19.2,20.1,4.6,4.3,4.9,5.0,20.584422062999998
14.39443357,13.04631442,12.3939987,9.676016525,10.85018482,13.3072407,5.457708197,98.15177212,0.304414003,47.0,15.8,9.0,6.8,0.7,35407.0,39463.0,72.5,0.091582861,25.5,9.7,8.8,10.7,11.3,9.8,12.9,13.2,14.2,3.6,3.3,3.9,5.0,20.87410307
12.83444052,14.7725195,19.00749634,12.50761824,11.50505851,11.32907728,2.878169186,82.56719283,4.587701121,6890.0,12.6,7.4,5.2,4.4,51424.0,53478.0,106.6,3.084485237,17.4,7.2,6.5,7.9,9.2,7.9,10.5,11.0,11.9,2.8,2.6,3.0,4.0,15.165620429
13.69503832,14.15221191,11.50329434,12.98910851,10.80408767,12.08148447,4.968401237,89.55223881,1.136210838,233.0,14.1,9.2,5.0,1.1,48788.0,54088.0,89.2,0.271031427,22.5,8.4,7.7,9.2,7.9,6.8,9.0,13.6,14.4,3.4,3.2,3.6,6.0,19.806373541
11.57183764,13.29427966,11.84943933,10.38711229,11.50626243,13.90194321,4.461299701,96.68189469,0.491814029,1579.0,12.1,10.6,1.6,0.0,46332.0,50388.0,89.0,0.659054824,25.3,9.4,8.5,10.4,10.8,9.3,12.4,12.1,13.1,3.4,3.2,3.7,5.0,23.027825747
9.830566784,9.417734583,14.25991227,15.36079814,15.79083168,14.0448955,3.001634127,38.16977724,0.842865744,3413.0,11.2,9.9,1.3,0.1,38740.0,43533.0,60.0,0.131044057,20.7,8.8,8.2,9.4,9.6,8.6,10.6,16.7,17.6,3.9,3.7,4.1,6.0,18.293626902
10.92606611,11.27428716,9.952056523,9.992429977,10.8453192,13.80772142,5.919757759,69.43729498,0.545041635,345.0,10.9,15.8,-4.9,0.1,33896.0,37468.0,72.2,0.62815759,32.7,12.5,11.6,13.5,12.7,11.2,14.2,17.6,18.7,4.4,4.2,4.8,6.0,27.28236185
15.37107011,12.59767416,19.35507539,13.26901207,9.461095418,11.03121905,2.942147548,87.56740893,3.129241718,620.0,17.3,6.7,10.7,0.8,45890.0,49344.0,88.9,0.699264283,17.5,6.7,6.2,7.3,6.9,6.1,7.9,10.7,11.3,3.0,2.8,3.1,5.0,15.972706261999999
11.40756198,13.00740299,10.98027525,10.91071695,12.56024246,14.22964177,4.561037412,97.52571173,0.173895762,106.0,10.5,9.6,0.9,0.1,52306.0,57092.0,102.5,0.397013215,25.3,8.5,7.6,9.3,10.2,8.7,11.8,13.0,14.0,3.2,3.0,3.5,4.0,22.343121184
11.32916204,11.16659844,12.64331521,15.14986128,13.88872646,13.5875095,4.277592603,60.03651508,30.14209695,8815.0,11.4,6.9,4.5,6.0,119000.0,122930.0,163.4,6.984006389,21.2,5.0,4.6,5.5,4.3,3.7,5.0,9.5,10.1,2.5,2.4,2.7,2.0,17.957234473
13.1391008,12.64810907,11.70264567,10.98441811,12.49797111,14.1778932,4.159227398,95.72715468,0.259698101,219.0,14.6,11.5,3.1,0.0,38431.0,42190.0,84.1,0.579092929,23.4,11.5,10.5,12.5,14.5,12.7,16.4,16.5,17.6,3.9,3.6,4.2,5.0,20.690634634
12.87650951,13.5751631,12.76777865,11.81002175,12.31666127,13.8944154,3.759311525,97.45986212,0.52283348,615.0,12.4,9.6,2.8,-0.3,54105.0,58987.0,105.9,0.852650332,21.6,7.4,6.7,8.2,9.4,8.0,10.8,11.8,12.7,2.9,2.7,3.2,5.0,19.000138806
11.56748599,11.38062383,12.60960184,14.60399598,11.63216904,12.86833405,3.934885727,78.36711226,3.144315078,3064.0,11.1,10.1,1.0,-0.1,44610.0,48518.0,64.5,0.252553041,22.8,8.3,7.6,9.0,9.1,8.0,10.3,12.7,13.5,3.6,3.4,3.9,5.0,21.402903551
14.15253438,12.83438256,15.96562163,14.79956425,11.78836666,12.15100506,3.026700326,63.98441346,3.645343417,16470.0,14.7,8.6,6.1,3.1,46485.0,48409.0,86.9,18.83125185,17.1,6.6,6.0,7.1,8.6,7.5,9.8,12.2,13.0,3.1,3.0,3.3,1.0,15.281825138
11.03914879,12.73636732,12.4819291,10.038744,11.40924073,14.43647719,4.308101544,96.9496328,0.621638813,1309.0,11.8,10.0,1.8,0.2,54103.0,58295.0,104.6,0.682222838,25.5,8.3,7.4,9.2,9.9,8.5,11.4,12.9,14.0,3.1,2.9,3.4,5.0,23.549991323
12.95148653,12.79041197,11.21515739,11.42264326,11.31071009,13.6148953,4.966010538,96.67203582,0.357640121,428.0,12.4,10.4,2.0,0.1,42121.0,46420.0,82.7,0.607901215,25.2,10.0,9.0,11.0,12.0,10.4,13.7,13.8,15.0,3.6,3.3,3.9,5.0,21.728684926
13.07427768,13.50453096,12.42814469,14.39616437,13.25149986,12.8911983,3.496414556,86.85024809,5.185966145,5163.0,12.1,6.7,5.4,0.9,84883.0,87087.0,149.8,28.52825085,19.0,5.4,4.9,6.1,4.7,3.9,5.8,8.2,9.0,2.4,2.2,2.6,2.0,16.95776958
7.919308933,8.708243871,10.95521047,12.52808708,11.83901733,13.7464423,5.227942278,93.94816997,0.868827083,1475.0,7.2,8.3,-1.2,0.0,51173.0,56168.0,78.1,0.312945829,33.5,7.5,6.7,8.3,7.0,5.8,8.3,9.7,10.7,3.3,3.0,3.5,6.0,29.07574775
10.37037037,10.90146751,16.92522711,11.72606569,12.09643606,13.21453529,3.948287911,62.94898672,0.817610063,2645.0,10.9,9.8,1.1,1.0,32335.0,36299.0,65.5,0.145791944,22.8,10.4,9.6,11.1,11.9,10.6,13.0,15.5,16.2,4.1,3.8,4.3,6.0,20.817610061
10.8411215,12.28971963,8.457943925,9.64953271,9.509345794,13.08411215,6.985981308,96.84579439,0.327102804,3.0,8.7,11.6,-2.8,2.8,44069.0,49560.0,81.7,0.077989411,32.8,11.0,9.9,12.1,9.6,8.2,11.1,15.7,16.9,4.1,3.8,4.5,6.0,29.18224299
9.778767488,10.19831857,10.48070872,10.93737393,11.88136386,14.42932985,5.867260493,96.07558374,0.558325669,680.0,9.8,12.3,-2.5,-0.4,43120.0,47183.0,87.5,0.668432782,31.4,9.4,8.4,10.5,9.6,7.9,11.3,12.6,13.8,3.5,3.2,3.9,3.0,26.426877079999997
13.36631216,12.72128906,14.8964915,15.34710151,12.00500861,12.44696889,2.987865657,69.28396669,1.935481214,5155.0,13.2,8.2,5.0,0.8,53766.0,57821.0,120.4,8.23170324,17.5,7.0,6.4,7.6,8.0,6.9,9.2,12.1,12.9,3.0,2.8,3.2,3.0,16.228962611
12.2066833,12.0293199,12.14860856,11.02478379,12.49077867,13.79196685,4.170394437,90.95760544,0.60586084,851.0,11.7,15.6,-4.0,0.1,42175.0,45434.0,91.1,1.316485439,25.2,10.2,9.3,11.2,11.8,10.2,13.6,14.9,16.0,3.7,3.4,4.0,2.0,22.137464487
11.73830485,12.16122907,11.59157604,12.66183325,10.8751942,13.72345935,5.480752632,94.35525634,0.673226308,431.0,11.8,12.2,-0.3,0.0,45338.0,50525.0,91.5,0.610762446,25.5,7.4,6.6,8.1,6.9,5.9,8.0,10.4,11.3,3.1,2.8,3.3,6.0,21.767650617
10.15015893,11.89801487,14.13165707,12.15365239,11.45308564,14.86858282,4.546374595,83.58747151,4.384820679,11134.0,9.7,9.6,0.0,2.0,64590.0,67790.0,88.8,2.389557375,23.4,6.7,6.0,7.4,6.7,5.6,7.9,10.2,11.1,2.8,2.6,3.0,3.0,20.798473676
14.65471798,13.80073801,10.16341592,10.46916183,10.69056405,13.30521877,5.144965735,80.37954665,0.358460728,107.0,14.8,11.3,3.6,1.2,44442.0,49513.0,95.4,0.300685074,24.3,10.3,9.4,11.3,10.6,9.3,12.2,14.6,15.6,3.8,3.6,4.1,6.0,21.771217713
12.89419958,14.1492129,13.27557439,12.1117594,11.90759951,13.51911538,3.637569565,86.46844849,1.671623848,2521.0,12.6,10.4,2.2,1.1,48803.0,53360.0,88.0,1.758278571,21.4,8.3,7.6,9.1,8.6,7.4,9.9,12.9,13.7,3.3,3.1,3.5,2.0,18.504969274
11.38268978,11.01722224,14.89030859,16.81125098,11.76836161,12.7356102,3.251868258,34.84447809,2.933970323,13453.0,11.7,9.3,2.4,1.2,36901.0,38855.0,80.9,13.25734757,19.2,7.3,6.7,7.9,8.0,7.0,9.2,14.4,15.4,3.7,3.4,3.9,1.0,18.14268835
10.53807107,13.16316171,10.52646846,10.86004351,13.42422045,15.35605511,3.387962292,79.62581581,1.142857143,445.0,8.3,10.0,-1.7,0.0,67823.0,74686.0,127.4,0.475201947,23.9,6.9,6.3,7.6,7.3,6.2,8.4,12.4,13.3,3.0,2.8,3.2,3.0,22.744017403999997
12.07117631,13.16218419,13.18799239,13.00108666,12.20239065,13.3735398,4.481390926,82.76962782,3.804129313,9137.0,11.5,9.1,2.4,7.4,59676.0,62139.0,102.0,5.719649943,22.2,6.8,6.2,7.6,7.1,6.0,8.2,11.1,12.0,3.0,2.8,3.2,3.0,18.520239066000002
9.238249595,12.96596434,9.238249595,9.157212318,10.2917342,11.99351702,7.455429498,93.92220421,0.162074554,0.0,9.7,13.0,-3.2,0.0,36810.0,41009.0,67.6,0.022485732,31.8,11.3,10.2,12.4,10.2,8.7,11.7,15.7,16.9,4.2,3.9,4.5,6.0,29.65964344
11.61834771,12.01071217,13.62065207,15.11225983,13.06324541,14.26213683,2.114408495,68.7291751,7.028306293,973.0,10.3,5.3,5.0,3.7,73325.0,79173.0,105.7,0.914480946,18.2,5.5,5.0,6.0,5.6,4.8,6.4,8.4,9.1,2.5,2.3,2.6,5.0,18.198237472000002
11.25070107,12.8547392,10.70106562,11.02636007,11.77790241,14.31295569,4.408300617,97.11721817,0.224340998,210.0,9.1,11.2,-2.0,-0.1,39078.0,43624.0,86.9,0.209487642,26.4,11.4,10.3,12.4,13.7,11.7,15.7,16.0,17.2,3.8,3.5,4.1,6.0,23.667975325999997
12.0043559,12.43994619,10.9666261,11.62001153,11.38299917,13.43924156,5.88687464,97.13022868,0.313881238,489.0,12.1,11.4,0.6,-0.1,43563.0,47815.0,73.5,0.229121629,26.3,9.1,8.3,10.1,10.5,9.0,11.9,12.5,13.5,3.6,3.3,3.9,6.0,22.259944906999998
11.0866373,13.14243759,9.324522761,9.3979442,9.544787078,13.50954479,8.223201175,90.969163,1.615271659,25.0,8.7,10.9,-2.2,1.5,41975.0,46915.0,77.4,0.024818126,34.0,10.9,9.9,11.9,10.0,8.5,11.4,15.4,16.4,4.0,3.8,4.3,6.0,25.77092511
9.546342969,11.05510407,11.42200734,10.57161472,11.97750574,15.03617598,5.229228817,97.46253815,0.387477283,529.0,9.5,12.0,-2.5,0.2,44296.0,49147.0,59.2,0.241306975,28.6,9.1,8.1,10.0,9.8,8.3,11.5,13.2,14.4,3.4,3.1,3.7,6.0,25.16202037
8.68867492,10.91242549,8.826226502,9.674461256,10.24759285,13.41127923,7.129756992,96.4695094,0.825309491,41.0,9.8,13.2,-3.4,0.0,37856.0,42503.0,70.1,0.079483601,39.2,11.6,10.4,12.8,10.5,8.8,12.2,16.6,17.9,4.4,4.0,4.7,6.0,31.10958276
11.69933086,14.27220768,21.09417412,12.7655681,11.81217633,11.43826133,2.386224312,70.56807022,4.194191813,4958.0,11.5,6.8,4.6,2.1,44909.0,48937.0,98.1,3.387577332,15.7,6.3,5.9,6.9,7.2,6.3,8.1,11.2,11.9,2.8,2.6,2.9,4.0,14.532057263999999
11.32857983,12.79184222,11.58065949,11.15512502,13.17656379,14.90150888,4.13050524,85.87333597,1.637917582,1607.0,10.4,10.8,-0.4,0.4,44183.0,47758.0,88.6,1.797135103,23.0,9.0,8.2,9.8,9.9,8.6,11.4,13.2,14.2,3.5,3.2,3.7,3.0,20.935215523
12.22981297,13.22656512,11.69223877,10.85227909,10.15791242,12.68899093,7.5708366,95.53141449,0.895956994,269.0,12.1,12.8,-0.7,2.3,50364.0,55322.0,92.1,0.333831937,27.6,7.9,7.0,8.8,6.9,5.8,8.1,10.6,11.6,3.1,2.9,3.4,6.0,21.581364091
10.62296117,11.66473745,13.80353573,12.35662422,13.00641903,13.22477112,3.867199832,92.4707987,0.434073451,2907.0,10.6,12.4,-1.7,0.3,34780.0,38045.0,52.4,0.428420633,23.6,9.6,8.6,10.6,11.4,9.7,13.2,14.0,15.1,3.6,3.4,4.0,5.0,21.453751452
11.07555134,12.8718079,13.31377078,12.7012574,12.75301232,14.96390998,3.929281124,85.8984713,5.380946248,28276.0,10.3,8.8,1.5,6.3,69837.0,71767.0,89.9,9.028046917,20.8,6.2,5.6,6.9,6.0,4.9,7.1,9.4,10.2,2.7,2.5,2.9,3.0,18.391409164000002
13.76328402,13.55490727,9.87705772,11.4086268,10.22087935,13.17982913,5.126067931,85.43446551,0.448010002,116.0,11.6,12.6,-1.0,-0.3,42952.0,47529.0,81.7,0.458224183,25.5,8.7,7.9,9.5,9.0,7.8,10.3,13.7,14.8,3.5,3.3,3.7,6.0,22.869347777999998
12.97202113,13.3242027,10.41870475,11.77851692,10.00782626,13.56877323,4.431618079,93.71942868,0.450009783,111.0,13.1,10.5,2.6,-0.4,41949.0,44388.0,77.8,0.660429477,27.0,9.1,8.2,10.0,7.6,6.5,8.8,12.1,13.1,3.5,3.2,3.8,6.0,23.498336916
13.17044866,12.98751345,14.74643764,13.42248287,11.95280006,12.42719135,3.59359151,35.94255923,3.190513946,9120.0,13.5,9.7,3.8,1.1,47820.0,49640.0,99.5,4.665029621,19.5,8.1,7.5,8.8,8.4,7.4,9.6,15.9,16.9,3.6,3.4,3.8,3.0,17.699534468
12.12624585,13.16180109,15.84081431,14.17615042,10.59588605,12.34183926,3.240969817,90.51742419,1.13805047,791.0,9.3,7.2,2.1,0.5,53624.0,59524.0,104.4,1.828036748,20.4,6.2,5.6,6.8,5.4,4.6,6.2,8.5,9.3,2.6,2.4,2.8,4.0,18.516293206
