0-9 y/o % of total pop,10-19 y/o % of total pop,20-29 y/o % of total pop,30-39 y/o % of total pop,40-49 y/o % of total pop,50-59 y/o % of total pop,80+ y/o % of total pop,% White-alone,% Asian-alone,GQ_ESTIMATES_2018,R_birth_2018,R_death_2018,R_NATURAL_INC_2018,R_INTERNATIONAL_MIG_2018,CI90LBINC_2018,Median_Household_Income_2018,Med_HH_Income_Percent_of_State_Total_2018,Total Hospitals (2019),Percent of Population Aged 60+,Heart disease_prevalence,Heart disease_Lower 95% CI,Heart disease_Upper 95% CI,COPD_prevalence,COPD_Lower 95% CI,COPD_Upper 95% CI,diabetes_prevalence,diabetes_Upper 95% CI,CKD_prevalence,CKD_Lower 95% CI,CKD_Upper 95% CI,Urban_rural_code,age_60_80
9.320631657,11.05399284,9.727063889,9.070025221,10.73912834,13.74319266,5.238638372,66.9472602,0.586354801,554.0,9.0,13.8,-4.8,0.2,41913.0,46058.0,87.8,0.844821736,33.5,9.8,8.8,10.7,9.6,8.2,11.2,16.6,17.7,4.2,3.9,4.5,5.0,31.10732702
25.46067686,18.59568831,16.54823558,12.10405877,7.997109479,9.635071661,1.095989401,3.841984825,0.493797423,9.0,30.1,12.8,17.3,2.2,30532.0,32728.0,43.7,0.236444284,8.3,10.6,9.8,11.5,14.6,13.1,16.2,18.2,19.3,4.7,4.3,5.0,6.0,8.563169938
16.10433428,17.33930271,11.72895579,12.53352366,11.16662341,10.97413271,3.29180725,88.87447011,1.098710961,324.0,14.0,7.8,6.1,0.6,45985.0,50941.0,91.7,1.186073715,19.1,7.2,6.6,7.9,7.1,6.2,8.1,11.9,12.7,3.1,3.0,3.3,5.0,16.861320184
11.76866929,13.50926446,11.69006176,11.41493543,11.9427288,13.67209433,5.042111173,94.54800674,1.044357103,447.0,10.0,10.8,-0.8,1.7,38815.0,43696.0,92.8,0.520030194,26.1,10.8,9.8,11.8,11.7,10.1,13.3,14.4,15.4,3.8,3.5,4.1,6.0,20.960134753
10.37761709,12.81949651,24.5480745,12.69021618,9.860125354,10.2716739,3.199780705,69.85731008,6.260279453,14487.0,10.5,7.5,3.0,6.3,49332.0,51026.0,92.0,2.750343121,18.4,6.1,5.6,6.7,6.9,6.1,7.9,10.2,10.9,2.7,2.6,2.9,3.0,16.233015754
12.71573321,12.7714063,10.07682886,10.43313662,10.74490591,13.47288721,6.536020488,97.06046097,0.489923171,89.0,12.6,12.7,-0.1,-0.1,46620.0,51861.0,86.3,0.335776081,28.6,8.4,7.5,9.2,7.7,6.5,9.0,11.4,12.4,3.3,3.0,3.6,6.0,23.249081393
13.82783883,13.60544218,9.667713239,11.70852957,10.62271062,12.65044479,6.253270539,92.29461015,0.745682889,77.0,12.0,9.1,2.9,0.8,50933.0,56102.0,108.1,0.242323321,26.7,9.2,8.3,10.2,9.0,7.7,10.5,12.6,13.7,3.3,3.1,3.6,6.0,21.66405024
11.77024482,11.84086629,9.628060264,9.251412429,10.07532957,14.50094162,7.179849341,97.24576271,0.800376648,111.0,10.8,15.3,-4.5,0.2,48760.0,54438.0,77.4,0.096146639,32.1,8.4,7.5,9.3,6.8,5.7,8.0,11.7,12.7,3.4,3.1,3.7,6.0,25.75329567
11.68095892,11.94864263,9.759795329,11.31851992,10.82342351,13.27047899,5.735064197,94.28151798,0.864642062,542.0,10.5,10.7,-0.2,0.0,48233.0,52576.0,73.1,0.659644242,29.4,8.5,7.6,9.4,8.1,6.8,9.6,10.9,11.9,3.6,3.3,3.9,5.0,25.463116499999998
10.91522026,12.46868024,10.45966015,10.17721288,14.3501435,13.65769213,3.97703977,98.20964876,0.145779236,135.0,10.2,13.9,-3.7,0.0,34153.0,38110.0,86.5,0.680714485,25.6,12.1,11.0,13.2,15.7,13.8,17.7,17.9,19.2,3.9,3.6,4.2,4.0,23.994351058
11.72644856,12.14032322,10.38956773,11.44067797,10.50124819,14.262252,6.733674944,93.73275522,2.627775588,637.0,10.5,11.8,-1.2,0.5,47697.0,52010.0,74.0,0.689050911,28.4,8.3,7.5,9.1,6.9,5.8,7.9,11.3,12.2,3.4,3.1,3.7,5.0,22.805807385
11.44624903,12.92343387,10.20881671,10.27068832,10.58778036,13.7896365,6.960556845,97.22351121,0.386697603,299.0,10.8,13.9,-3.1,0.0,45308.0,50356.0,83.8,0.483418854,29.2,9.0,8.1,10.1,8.5,7.1,10.0,12.3,13.4,3.5,3.2,3.8,6.0,23.812838362
17.57575758,20.66417601,9.9875467,11.92195932,12.88501453,10.50228311,2.208385222,97.28518057,0.630967206,0.0,14.5,4.1,10.4,1.6,88340.0,98875.0,138.5,0.205760327,16.7,4.9,4.4,5.5,4.4,3.7,5.3,7.9,8.7,2.3,2.1,2.5,3.0,14.254877543000001
11.0581189,13.6202307,10.94720497,11.41304348,12.63309672,14.27462289,4.625110914,93.7555457,1.098047915,283.0,9.6,10.9,-1.2,-0.4,56970.0,63929.0,105.4,0.164287975,24.7,9.3,8.4,10.2,9.2,7.9,10.6,13.8,14.9,3.6,3.3,3.8,2.0,21.428571425999998
10.54928985,14.86561344,18.8850236,11.18078483,10.81518247,12.04715163,3.937426603,94.29660322,2.898229598,3260.0,10.0,7.5,2.6,0.9,53281.0,57506.0,94.6,1.032485214,20.4,6.1,5.5,6.8,6.1,5.3,7.0,8.5,9.2,2.7,2.5,2.9,5.0,17.719527601
10.13086379,12.11209343,16.01079257,11.27776871,12.4021243,13.20534652,4.152962125,91.41259807,1.614220066,4529.0,9.7,10.9,-1.2,1.1,45631.0,49242.0,94.0,2.184606079,23.7,8.2,7.4,9.1,9.5,8.1,11.1,12.2,13.3,3.1,2.9,3.4,4.0,20.708048548
8.340353833,12.13142376,8.761583825,8.930075821,9.267059815,14.74304971,9.267059815,96.71440607,0.252737995,0.0,8.4,2.5,5.9,0.0,45292.0,50861.0,85.2,0.057219111,33.0,9.6,8.5,10.7,8.0,6.6,9.5,12.2,13.5,3.7,3.4,4.0,5.0,28.55939343
12.82997763,14.14988814,10.41387025,10.39149888,9.921700224,13.31096197,7.684563758,97.0246085,0.503355705,126.0,11.6,10.1,1.6,0.2,53476.0,59219.0,99.2,0.430951014,27.3,7.9,7.0,8.9,7.5,6.3,8.9,10.5,11.6,3.2,3.0,3.6,6.0,21.29753915
12.02126776,13.65788818,11.14064966,10.49264767,10.8332641,13.58311872,5.591094126,96.92614439,0.307385561,152.0,10.2,12.8,-2.6,0.5,41607.0,44992.0,82.7,0.239700564,26.6,9.1,8.3,10.1,10.6,9.1,12.2,12.7,13.8,3.4,3.2,3.7,6.0,22.68006978
10.85540599,11.07251411,9.248805905,11.11593574,9.986973513,11.98436822,8.293530178,93.96439427,1.432913591,35.0,9.9,10.8,-0.9,0.9,35721.0,40009.0,55.6,0.03598713,32.7,9.3,8.3,10.3,8.5,7.2,10.0,11.7,12.8,3.9,3.6,4.2,6.0,27.44246635
11.20534294,12.91211704,13.17714407,12.71069649,10.78129969,12.91211704,4.993109297,93.60754797,0.932895155,688.0,9.5,10.4,-0.9,-0.2,38570.0,43115.0,71.1,0.171886476,25.9,10.0,9.0,11.0,9.9,8.5,11.5,14.6,15.7,3.8,3.5,4.1,6.0,21.308173431
10.68521031,11.18046133,9.504748982,9.647218453,10.2917232,13.95522388,5.868385346,87.25915875,0.563093623,138.0,9.6,15.1,-5.5,1.0,36300.0,40486.0,66.8,0.268589702,34.9,11.7,10.7,12.7,11.5,9.9,13.0,17.0,18.1,4.4,4.1,4.7,5.0,28.8670285
6.025947422,7.101399795,19.46056675,18.7435985,17.19016729,12.7005804,3.209286446,82.41720724,1.229088426,2811.0,3.9,6.7,-2.7,0.0,31913.0,35880.0,49.9,0.091538257,19.5,7.2,6.7,7.8,7.3,6.5,8.2,11.2,11.8,3.2,3.1,3.5,6.0,15.568453397
12.54340447,14.15083298,11.91916039,11.88794819,11.6304475,14.38492451,3.84690414,94.63540244,0.522804417,479.0,11.2,9.7,1.4,0.4,52995.0,58033.0,99.8,1.223665767,21.8,7.3,6.6,8.1,7.8,6.7,9.0,11.6,12.6,2.9,2.7,3.2,5.0,19.636377824
9.616409164,10.38891849,13.26584976,13.03942461,14.21150773,13.07938199,4.648375067,94.60575386,0.239744273,1034.0,9.9,9.6,0.3,0.1,31597.0,35446.0,70.6,0.176425487,23.9,12.5,11.4,13.6,15.5,13.6,17.5,16.9,18.1,4.1,3.8,4.5,6.0,21.75013319
9.212283044,11.34846462,12.81708945,9.879839786,11.08144192,13.61815754,8.144192256,93.19092123,0.667556742,0.0,7.8,13.0,-5.2,10.4,57499.0,64633.0,106.6,0.013648147,30.8,9.2,8.4,10.1,7.2,6.3,8.3,14.4,15.4,3.6,3.4,3.9,6.0,23.89853138
11.57347204,13.96061676,10.0222924,11.18335501,10.80252647,13.76555824,5.257291473,92.13263979,0.984581089,94.0,9.9,11.4,-1.5,-0.5,43297.0,48222.0,79.5,0.196176169,27.7,8.8,8.0,9.7,8.2,7.1,9.5,12.8,13.8,3.4,3.1,3.6,6.0,23.434887609999997
12.40478781,9.031556039,9.357997824,15.23394995,10.11969532,14.03699674,7.072905332,93.90642002,4.461371055,9.0,15.2,7.6,7.6,1.1,67865.0,76235.0,116.8,0.047154433,25.4,8.3,7.4,9.4,6.8,5.6,8.1,11.0,12.1,3.1,2.8,3.4,6.0,22.742110992
12.29419106,12.86985226,13.36097581,10.00362304,9.705728433,13.17579808,4.838774606,96.74731291,0.825248581,1251.0,12.1,10.8,1.3,0.8,46685.0,51089.0,75.5,0.211010229,26.9,8.6,7.7,9.6,9.6,8.1,11.2,12.5,13.5,3.3,3.0,3.6,2.0,23.751056720999998
8.602513898,14.67125185,18.50769608,10.79372652,10.87588871,14.14514879,3.731753699,88.96575029,4.929731449,15020.0,7.7,7.0,0.6,2.5,83740.0,89584.0,117.3,1.351784172,20.8,5.7,5.1,6.3,5.6,4.6,6.5,7.9,8.6,2.3,2.2,2.5,2.0,18.672020457000002
13.33843785,12.69954965,13.19929854,13.13343378,11.43371123,12.46861132,4.220696355,46.7726266,1.275306477,6246.0,12.7,11.3,1.5,0.2,37637.0,40467.0,84.3,8.236450043,21.8,8.6,8.0,9.3,9.8,8.7,11.0,15.7,16.6,3.9,3.7,4.1,3.0,19.506261266
9.828371278,13.82837128,13.59019264,9.19089317,10.76707531,13.57618214,5.352014011,37.45008757,0.525394046,1013.0,8.7,13.2,-4.5,0.3,32776.0,36230.0,69.1,0.193735326,26.3,9.4,8.6,10.1,9.6,8.5,10.7,18.4,19.4,4.5,4.2,4.8,6.0,23.866900174
13.6921165,13.29767115,12.23861242,11.59020911,12.06030151,13.14637705,3.814772789,77.25725401,0.837520938,418.0,12.2,11.5,0.7,-0.2,38518.0,42781.0,73.0,0.255099708,22.8,10.0,9.1,10.8,11.8,10.4,13.2,16.3,17.2,4.1,3.8,4.3,6.0,20.159939487
16.46512923,17.11456259,14.03795163,11.70277513,12.13753928,10.3116714,3.489908188,97.06139068,0.79805052,3376.0,15.5,6.5,8.9,1.2,36116.0,38106.0,62.8,7.72437744,17.0,8.7,8.0,9.6,7.3,6.3,8.4,18.0,19.3,4.2,3.9,4.5,3.0,14.740462553
13.44112363,12.85317655,10.50138821,10.92601666,10.41972889,13.277805,4.94855463,86.28123469,0.604278948,144.0,9.8,12.4,-2.6,0.3,34021.0,37338.0,71.9,0.194105926,26.8,11.8,10.9,12.8,12.2,10.7,13.8,16.5,17.6,4.2,4.0,4.6,6.0,23.632206439
13.514855,13.25959016,11.44791888,11.60036872,11.28483301,13.56803517,4.924484152,97.01481954,0.677160888,472.0,12.9,8.7,4.2,0.6,55087.0,60010.0,107.7,0.556374758,23.8,8.0,7.2,8.9,9.8,8.4,11.3,12.7,13.8,3.1,2.9,3.4,3.0,20.399914914
10.48508587,15.39620368,11.8710455,9.761976499,9.189514914,11.93130461,6.11630009,90.8707442,0.783368485,226.0,9.9,12.9,-3.0,0.9,37803.0,40945.0,67.5,0.060478238,31.3,9.6,8.7,10.4,9.1,7.8,10.4,13.6,14.6,3.6,3.4,3.9,6.0,25.248568849999998
12.88103857,13.63500187,11.60029959,13.49020097,12.68006491,13.05954313,3.292972163,76.36000499,1.723879665,319.0,11.3,9.1,2.2,0.6,59368.0,62889.0,121.1,2.539576306,21.1,8.2,7.4,8.9,8.5,7.4,9.7,12.4,13.2,3.1,2.9,3.3,3.0,19.360878786999997
17.26395025,16.82212404,11.37293405,10.45655376,10.44018982,11.7820324,4.680085092,97.41449845,0.360006546,245.0,19.0,9.1,9.9,3.5,63244.0,65776.0,115.3,0.394823375,22.0,7.1,6.3,7.8,5.8,4.9,6.7,9.7,10.5,2.8,2.6,3.1,6.0,17.182130589
10.45841972,12.50863856,13.06150657,15.01958074,10.52752822,12.27827689,5.989403363,90.46302695,1.243953006,573.0,10.3,11.0,-0.7,0.0,26216.0,29515.0,62.3,0.084937779,26.0,7.6,6.9,8.3,5.8,5.2,6.6,14.3,15.3,3.8,3.5,4.1,6.0,20.15664593
11.07701092,12.24038256,10.99850118,11.41246164,12.12618657,15.02390979,4.525016059,96.69545357,0.521019199,169.0,10.1,9.7,0.4,0.9,47883.0,53060.0,95.2,0.276372642,24.1,9.2,8.2,10.1,11.5,9.9,13.1,14.6,15.7,3.5,3.2,3.7,2.0,22.596531300000002
11.32857034,12.67766208,10.86493882,11.22216311,12.3470396,13.78353728,4.757923539,87.21973094,0.342023258,229.0,10.3,13.5,-3.2,-0.2,33925.0,37823.0,75.8,0.543736527,25.3,11.0,10.1,12.0,12.4,10.8,14.1,16.7,17.8,4.0,3.8,4.3,4.0,23.018165240000002
9.662410734,10.22776455,9.367561134,9.721921662,9.932914953,13.95260766,7.939298853,83.24496862,1.430967323,373.0,9.1,13.0,-4.0,0.1,58024.0,64245.0,77.3,0.30588884,34.4,8.8,7.9,9.9,8.5,6.9,10.1,12.1,13.2,3.7,3.4,4.0,5.0,29.19552045
12.8102482,12.24979984,10.88871097,11.76941553,11.04883907,14.81184948,4.643714972,94.47558046,0.240192154,29.0,12.9,5.6,7.2,0.8,49280.0,55017.0,96.5,0.080696186,26.4,7.6,6.8,8.5,6.2,5.1,7.3,10.2,11.2,3.0,2.8,3.3,6.0,21.777421942
8.666117604,14.61573542,26.90362586,11.86111886,9.683698959,9.89674442,3.148716622,86.36577115,7.047516625,15007.0,8.6,6.4,2.3,5.4,45477.0,48883.0,87.7,2.897997244,16.5,5.8,5.2,6.4,7.1,6.0,8.4,9.2,10.0,2.5,2.3,2.7,4.0,15.22424226
10.80237154,12.50197628,12.3201581,12.6284585,13.07114625,14.35177866,3.707509881,96.00395257,0.679841897,775.0,9.8,7.8,2.1,0.4,55666.0,60230.0,98.9,0.565544572,22.4,6.6,5.9,7.3,7.2,5.9,8.5,9.4,10.3,2.8,2.6,3.1,6.0,20.61660079
11.45512174,12.43768909,11.76487538,11.99683043,13.12202853,13.61763435,4.330788071,92.66964414,0.726120156,1318.0,10.5,11.7,-1.3,0.1,40099.0,43767.0,74.6,0.956744514,24.2,9.0,8.1,9.9,10.5,9.0,12.1,13.9,15.0,3.6,3.3,3.8,3.0,21.275032419
13.21937747,13.45823692,12.27513622,11.72277376,12.05493767,13.90609838,4.194969023,96.76793312,1.328655669,377.0,13.7,10.3,3.4,0.4,51863.0,57441.0,103.1,0.528522487,22.4,7.7,6.9,8.6,9.5,8.1,11.0,12.2,13.3,3.0,2.8,3.2,5.0,19.16847055
9.66,10.44666667,10.4,10.16,11.95333333,14.45333333,5.966666667,96.27333333,0.666666667,197.0,9.1,15.3,-6.2,1.3,39466.0,43967.0,81.5,0.161793286,32.0,10.2,9.1,11.3,10.7,8.9,12.4,13.7,14.9,3.8,3.4,4.1,6.0,26.96
10.56954501,13.02280342,11.72592673,11.2936345,10.72084729,13.16329839,6.484383443,94.13163298,0.702474873,399.0,11.7,12.6,-1.0,0.6,46147.0,51497.0,85.7,0.345945449,26.4,8.3,7.5,9.2,7.7,6.6,9.0,11.4,12.5,3.3,3.1,3.6,6.0,23.019561218
11.32573204,12.92024504,11.02969194,11.40487147,11.93246768,14.59096638,4.634053404,89.55359498,0.495354222,283.0,10.4,11.7,-1.3,0.7,47687.0,51249.0,97.9,0.579534594,26.1,9.8,8.9,10.8,11.7,9.9,13.5,14.4,15.5,3.6,3.4,3.9,6.0,22.161972034
9.416826004,9.912762906,9.464627151,12.39244742,12.61352772,14.90798279,4.624760994,95.80544933,0.454110899,108.0,9.1,9.5,-0.4,2.3,57438.0,61044.0,110.5,0.882247565,28.6,7.5,6.7,8.3,6.8,5.6,8.1,10.2,11.3,3.1,2.9,3.4,6.0,26.667065005999998
13.07680515,11.63958301,11.35597118,12.27962594,12.98099034,14.44120803,3.476161275,96.21723134,0.548060708,611.0,12.8,16.2,-3.4,0.0,29821.0,33108.0,66.0,0.613118515,22.5,11.6,10.4,12.8,15.0,12.9,17.2,16.7,18.0,3.9,3.6,4.3,6.0,20.749655069
12.92344901,14.10282888,14.00119568,14.63436506,13.94711813,12.18293975,2.767738254,79.37688524,2.898720074,3250.0,12.3,6.6,5.7,24.6,47398.0,50473.0,91.1,3.749124914,17.5,7.0,6.6,7.5,7.3,6.6,8.1,13.6,14.4,3.3,3.1,3.4,2.0,15.440365227000001
12.23186671,12.20193555,11.94253218,10.36615784,10.31627257,14.20732316,5.20802155,53.16771426,0.698393695,100.0,12.6,12.0,0.6,0.5,32349.0,36311.0,81.2,0.332250806,26.4,10.5,9.7,11.4,11.1,9.7,12.4,18.1,19.1,4.4,4.1,4.7,6.0,23.52589045
14.66222251,14.05963063,15.60760369,15.13042067,12.88500295,11.92521567,2.359074249,66.65663295,6.738565729,32325.0,15.2,6.5,8.8,5.5,58824.0,59838.0,98.7,48.06502007,14.8,6.3,5.9,6.8,6.3,5.5,7.0,11.6,12.3,3.1,2.9,3.2,1.0,13.370829623999999
11.68842177,13.95151721,11.50194948,10.82386845,10.65434819,13.40057637,5.458552297,94.46516359,0.55941685,90.0,10.3,10.3,0.0,0.1,37032.0,41583.0,76.4,0.234941203,25.1,9.9,8.9,10.9,11.5,9.8,13.1,13.6,14.7,3.7,3.4,4.0,6.0,22.52076623
9.531876239,13.76199157,17.81902324,10.64832716,11.22343135,13.67483597,3.699816482,90.90144666,2.162931865,7465.0,8.4,8.8,-0.4,3.2,60307.0,63689.0,113.4,2.703964655,21.2,7.3,6.6,8.0,8.2,7.0,9.4,10.4,11.2,2.8,2.6,2.9,3.0,19.640697982
10.36907401,11.37864029,11.14197454,11.06474677,11.40760071,13.49555318,6.203133953,74.05613961,1.981452879,3039.0,9.5,10.7,-1.3,4.2,50203.0,53377.0,96.3,3.271689408,29.3,9.7,8.9,10.6,10.1,8.8,11.5,14.9,15.8,3.9,3.7,4.2,3.0,24.939276550000002
12.01691702,13.93466531,11.67420155,11.25856789,12.30858976,14.67113898,4.579262068,98.08225171,0.218754557,405.0,13.4,8.9,4.5,0.1,53417.0,58855.0,108.2,0.273095749,22.2,7.6,6.8,8.4,8.8,7.5,10.1,10.8,11.8,2.9,2.7,3.1,4.0,19.556657432999998
8.83186398,10.59508816,14.78274559,15.56989924,15.25503778,13.06675063,4.376574307,36.30352645,0.72418136,1712.0,8.3,8.5,-0.2,-0.2,30379.0,33393.0,57.0,0.0875557,20.9,10.0,9.2,10.7,11.4,10.2,12.5,19.3,20.3,4.6,4.3,4.9,6.0,17.522040306
12.87440883,10.5622701,11.03520757,9.143457698,9.826589595,14.0830268,5.780346821,96.68943773,0.262743037,1.0,13.6,6.3,7.3,0.0,60063.0,66929.0,102.6,0.097644054,31.5,8.0,7.1,8.9,6.4,5.3,7.6,11.0,12.1,3.1,2.8,3.3,6.0,26.694692590000002
12.30716994,12.91381359,11.55112897,12.46788524,12.61615076,14.58095184,3.996378247,90.69322619,1.79389961,1176.0,11.4,8.1,3.3,1.8,71810.0,77684.0,107.0,0.995819874,21.1,7.0,6.2,7.8,7.3,6.2,8.6,10.4,11.3,2.8,2.6,3.0,4.0,19.566521421
11.67635944,12.92042792,12.73179424,13.06206635,11.032133,12.43285228,4.641432833,93.99701058,1.003217869,4660.0,11.1,9.7,1.5,-0.4,47992.0,51132.0,71.1,2.394042627,24.0,7.0,6.2,7.7,7.0,5.8,8.2,9.1,9.9,3.1,2.9,3.4,4.0,21.502933941
12.84232587,13.22599001,12.24795633,12.4873943,11.20851385,12.96176316,4.632702156,84.20385467,1.571276458,4392.0,11.9,10.2,1.7,0.6,50017.0,53612.0,92.2,8.474091922,23.3,7.0,6.3,7.6,7.6,6.4,8.8,12.4,13.4,3.1,2.9,3.3,4.0,20.393354327
8.692870567,7.913151266,10.86942034,12.27691364,12.89935623,16.14218881,4.642328762,89.28385781,1.426153251,1976.0,9.3,9.9,-0.6,5.9,62049.0,67094.0,121.0,0.764383801,29.1,8.6,7.8,9.5,8.5,7.2,9.9,12.6,13.7,3.4,3.2,3.6,5.0,26.56377037
13.4002303,13.07342216,12.17744147,13.89044251,12.54482645,14.34336788,3.186927675,52.34852224,1.870921752,992.0,12.9,9.2,3.7,0.9,65114.0,69753.0,96.1,1.027715864,19.7,6.8,6.2,7.3,7.0,6.2,7.9,12.7,13.5,3.1,2.9,3.3,2.0,17.383341557999998
11.19719037,12.68119685,13.41287057,13.10814998,13.8639259,13.69004579,3.763385325,93.70071962,0.507867645,4722.0,9.9,10.5,-0.5,0.2,54760.0,58742.0,104.6,0.964005296,20.4,7.6,6.9,8.3,9.2,7.9,10.5,11.7,12.6,2.9,2.6,3.1,2.0,18.283235199
14.23207664,13.25865266,15.65512979,14.45766378,11.56571899,11.81293778,3.235475896,45.55881747,2.79460239,6328.0,13.9,9.8,4.1,1.4,43618.0,46628.0,79.5,2.676293256,17.4,6.9,6.4,7.4,7.6,6.8,8.5,14.3,15.1,3.4,3.2,3.6,3.0,15.782344456
9.972918504,11.63559642,13.46517194,11.08766847,12.62753495,13.92177856,4.169290843,96.35659403,0.695931478,1263.0,9.7,13.4,-3.7,0.2,34294.0,37987.0,72.5,0.539429041,25.9,10.2,9.2,11.3,12.7,10.9,14.6,15.0,16.3,3.7,3.4,4.0,6.0,23.120040308
13.80146524,14.11085168,13.73264123,14.49806714,12.3162817,13.32484289,2.812779397,60.95105777,3.198708424,1488.0,12.5,8.2,4.3,1.4,55085.0,60728.0,103.6,2.142978143,17.0,6.5,6.0,7.1,7.4,6.5,8.4,12.9,13.7,3.0,2.9,3.2,4.0,15.403070708000001
15.14521023,14.52319029,12.76766363,15.66970091,12.31252709,12.87819679,1.668833984,94.96315561,0.734720416,422.0,13.3,6.8,6.5,0.9,73160.0,78112.0,125.5,2.316036536,13.5,5.8,5.2,6.4,6.8,5.9,7.9,8.4,9.1,2.5,2.3,2.7,5.0,15.034677067
13.59893567,13.69242386,11.48466434,12.48426881,11.96648808,12.05638057,4.49102873,82.33792384,0.546546331,317.0,12.4,12.1,0.3,1.3,44782.0,47858.0,92.2,0.881639703,23.8,9.9,9.1,10.8,10.5,9.2,12.0,13.6,14.5,3.6,3.3,3.8,6.0,20.225809935
12.52384762,14.58551295,9.526740107,11.85303711,13.64391655,14.18548834,4.234106714,96.95365869,0.775432334,170.0,10.1,8.9,1.2,0.6,68817.0,74794.0,124.5,0.607507576,22.1,6.6,5.9,7.3,6.4,5.5,7.5,9.3,10.2,2.7,2.5,2.9,3.0,19.447350606
9.571286142,13.44310264,13.28086746,10.53525813,12.08032707,16.3438678,3.681263901,77.59620547,2.668326382,4506.0,8.8,9.5,-0.7,2.5,59411.0,63318.0,104.0,2.633851407,22.5,7.2,6.5,7.9,7.5,6.6,8.6,12.5,13.3,3.1,2.9,3.3,4.0,21.064026858
9.589041096,10.25382756,8.944399678,9.84085415,10.46535052,16.00523771,5.640612409,74.03303787,0.906526994,154.0,8.0,14.9,-6.9,-0.1,34088.0,38011.0,62.7,0.18090628,33.4,11.8,10.8,12.9,11.7,10.1,13.2,18.2,19.4,4.5,4.2,4.9,6.0,29.26067687
13.77200836,13.72392984,13.97592758,13.21910541,11.90026195,11.93341954,3.93332007,90.75483272,1.277396465,2487.0,13.5,9.8,3.7,1.1,44228.0,46596.0,85.6,2.40230267,20.2,7.6,6.9,8.4,9.3,7.9,10.7,11.4,12.3,3.1,2.9,3.3,4.0,17.542027256
8.7088422,7.734384642,18.42713917,18.66555003,12.61103174,11.82555914,4.484125693,64.50146466,12.81757671,68019.0,10.4,7.5,2.8,6.0,81457.0,84610.0,125.1,13.83489277,20.8,5.4,5.0,5.9,5.3,4.5,6.1,8.7,9.2,2.7,2.6,2.9,1.0,17.543367382
14.58474004,14.55097907,11.41120864,11.78257934,10.19581364,12.35651587,5.064145847,88.11613774,0.506414585,54.0,10.1,7.7,2.4,0.3,35861.0,39536.0,65.2,0.053973046,25.5,9.5,8.6,10.4,9.4,8.1,10.7,14.7,15.7,3.8,3.5,4.1,6.0,20.054017557
13.88924912,14.1097134,14.66735832,11.33445727,10.25807288,11.54195305,5.394890416,95.47399818,0.842951628,353.0,15.3,7.5,7.9,0.5,49530.0,55345.0,95.2,0.368135724,23.4,7.1,6.4,7.8,7.2,6.1,8.3,11.0,11.9,2.9,2.7,3.1,6.0,18.804305536999998
12.13255104,14.3207807,20.14009459,11.16565886,9.707836916,11.1267437,4.223792133,90.08561336,2.751002814,1450.0,12.2,8.1,4.0,0.9,43085.0,47982.0,82.5,1.594856955,19.2,7.0,6.3,7.6,7.1,6.1,8.2,11.0,11.8,2.9,2.7,3.1,5.0,17.182542058
11.77708561,13.24185538,12.6609984,11.04470073,12.6104891,14.52142436,3.485141847,86.97701827,0.538765889,81.0,10.7,9.7,0.9,0.0,41541.0,46218.0,78.8,0.163739635,23.2,8.7,7.9,9.5,10.5,9.1,11.9,13.8,14.8,3.5,3.2,3.7,2.0,20.658304575
10.03287123,9.875660998,9.661283407,9.404030299,10.21866514,14.72059454,7.617550379,96.08403602,0.185793912,117.0,9.7,11.5,-1.7,0.0,36664.0,40415.0,91.8,0.216981425,32.4,13.4,12.1,14.8,15.3,13.2,17.5,18.0,19.4,4.2,3.9,4.6,6.0,28.469344
11.13537118,12.17072827,11.53683617,11.05789548,12.97365826,15.72756726,3.549795746,98.08423722,0.098605437,118.0,9.5,12.9,-3.4,0.0,31956.0,35701.0,71.1,0.333629338,24.3,12.4,11.2,13.5,16.1,14.0,18.3,17.6,18.9,4.1,3.8,4.5,6.0,21.848147628
13.28916314,12.54548136,12.36478513,15.07645786,13.07281935,13.06913167,3.19475858,84.79201495,1.534074147,6504.0,12.0,7.6,4.4,-0.7,64750.0,70807.0,121.8,3.883877239,19.0,6.2,5.5,6.8,6.4,5.3,7.5,11.2,12.1,2.7,2.5,2.9,2.0,17.387402891
12.61155625,13.34911225,13.03208622,12.16714076,12.40092936,13.04294328,3.592961732,53.46521037,1.559073242,3164.0,11.4,11.2,0.2,0.6,45001.0,47949.0,91.4,1.875045804,22.0,7.8,7.2,8.5,8.5,7.4,9.6,14.9,15.8,3.6,3.4,3.8,4.0,19.803270143
12.2017254,11.89427313,10.48549927,11.3160793,10.86637298,14.11527166,5.226688693,95.5075257,0.394640235,233.0,11.7,14.0,-2.3,-0.3,40301.0,44978.0,82.7,0.433958187,27.3,10.0,9.1,11.1,11.5,10.0,13.3,14.0,15.2,3.7,3.4,4.0,6.0,23.894089572
10.50958867,12.68836408,18.58164203,13.23641011,11.51752549,11.45818474,3.380996126,92.71449683,2.385897443,9369.0,9.8,6.5,3.3,0.9,68569.0,71306.0,99.1,5.477263007,20.3,5.0,4.5,5.6,4.9,4.0,5.8,6.8,7.5,2.4,2.3,2.6,3.0,18.62728876
