0-9 y/o % of total pop,10-19 y/o % of total pop,20-29 y/o % of total pop,30-39 y/o % of total pop,40-49 y/o % of total pop,50-59 y/o % of total pop,80+ y/o % of total pop,% White-alone,% Asian-alone,GQ_ESTIMATES_2018,R_birth_2018,R_death_2018,R_NATURAL_INC_2018,R_INTERNATIONAL_MIG_2018,CI90LBINC_2018,Median_Household_Income_2018,Med_HH_Income_Percent_of_State_Total_2018,Total Hospitals (2019),Percent of Population Aged 60+,Heart disease_prevalence,Heart disease_Lower 95% CI,Heart disease_Upper 95% CI,COPD_prevalence,COPD_Lower 95% CI,COPD_Upper 95% CI,diabetes_prevalence,diabetes_Upper 95% CI,CKD_prevalence,CKD_Lower 95% CI,CKD_Upper 95% CI,Urban_rural_code
-1.272129191447495,-2.4264536499545466,-1.3616874325054005,-1.7298326000340551,-1.1848926261544117,0.9864527996149542,0.9584671156725104,0.5312699895232679,-0.2821951067982481,-0.37927695467422323,-0.18700572818052422,1.867237168807346,-1.3590541101887943,-0.5073009685060439,-0.14439520433515252,-0.023846682786397497,-0.9894322622809565,-0.37621588091693864,1.694403639464852,0.5131611372943826,0.4954257327880581,0.6024189655108513,0.04767652504275863,0.03405614558377743,0.10416139531026972,0.08008084796541055,0.15546771699936401,0.9747384059590545,1.122104298617571,1.1229859826320452,0.9012079104704306
-2.254306071810058,-2.8834787265057034,3.7075326995686853,3.9535915407759097,-0.7390287181331984,-1.4432357075801956,-0.33449854595862827,-2.3642363900946837,0.507907375451538,-0.15605436200679762,-1.7017289343309647,-0.026862322989480485,-1.0885238814457512,10.494581817001322,-1.3948935199650982,-1.420653156267669,-1.6536545386137973,-0.3627898081190845,-0.7077759502347343,0.22760427741145967,0.37056900434425594,0.07978852470157477,0.436098463120848,0.6156926625681386,0.22022827022646016,1.5870581353130457,1.502995765114433,1.3275543822946665,1.5016284669395503,1.2862632175901794,0.9012079104704306
-2.5339719531901626,-3.30802211378491,1.5687273040310483,2.986630003332596,5.783843134010799,3.803584980578378,-2.6808232769453886,-3.0539999650675687,13.360036138162156,-0.012627600687898746,-2.2454757262824048,-3.208949469208149,0.6576257768047985,11.21015142906684,2.0683215530825234,2.1760056313304323,1.0792905525572039,-0.34494760842563293,-2.2202593956011403,-1.8855164857221702,-1.8144237434222896,-2.010733238535531,-1.764959185988324,-1.6139139858719136,-1.9076644365703597,-0.6917855675053304,-0.8019864224508162,-2.0241973928936456,-1.9140890479582602,-1.9792814815725186,0.9012079104704306
-0.395428706272826,-0.12945881509412047,-0.28181761280913437,0.503722297346706,1.578861250631439,0.9214124279975279,0.07247165147378429,-0.6757921400071333,5.173193213485657,1.1494818547525236,-0.497718180724204,-0.973912068887894,0.3133145765863803,1.7735771699528002,3.7158999933719037,3.448982000930503,1.6978792373862617,1.6018155738501696,-0.36969141538812555,-1.5428482538626622,-1.502281922312783,-1.5403658418071822,-1.6354852066289611,-1.6623836956206102,-1.6368417284325825,-1.169607634225312,-1.2275215955397856,-1.3185654402224216,-1.344802795475292,-1.4894497766981143,-1.748876106037291
-0.035209143331413034,-0.5483302794932902,0.038431070407397266,0.09836860710987767,0.14268379957017982,0.3961336694690499,-0.3178863700804854,0.6896204416077943,-0.46071486724425426,-0.15546654741122837,0.1237067243631562,0.011019666846455906,0.06737800500179582,-0.5520240692601389,-0.28011739860612106,-0.21746270344189028,0.004365952690316386,-0.3056121622378096,-0.12057649497483543,0.17049290543487527,0.12085554745665053,0.18431461286343062,0.9108363874385125,0.9065109210603192,0.955318478028998,0.26385856593463447,0.2973127746956872,-0.08370952304778097,-0.20623029050935485,-0.019954662074899477,0.9012079104704306
-0.030277157803255985,-0.49635907350004493,-0.26903628005467406,-0.052188931238893094,-0.08323368784060824,-0.09078195063693716,-0.09420678411256882,0.46300188818423565,-0.09224941219014565,-0.2467247633733556,0.3567410637709162,0.3140755855339477,0.0181906906848789,-0.19423926322737906,0.3383456494953034,0.31790119031514863,-0.6091523330827652,-0.1587880965235003,0.4132411916250725,-0.0008412104948788813,-0.004001180987152186,0.027525480620647313,-0.2544294267957549,-0.3052318226571002,-0.24403922943830025,-0.21396350078534795,-0.23460619166552418,0.09269846512002507,-0.0164682063483652,0.14332257288323486,0.2386869063435002
0.43387007740492134,0.11826340761485184,0.2842959163638999,0.3058668578241887,0.0937304257893582,-0.5184099605394573,-0.5821169733586719,-1.345538517043287,-0.15670131573060772,-0.18471032354079894,0.4344191769068366,0.692895483893313,-0.1785585665827887,-0.41785476699785395,-0.5724021896563326,-0.6620758883791384,-0.7511235066500898,-0.17276787649622577,-0.2985157238414714,0.17049290543487527,0.30814064012235487,0.07978852470157477,0.4792564562406355,0.5672229528194419,0.3749841034480472,0.9622138942176848,0.8646930054809792,0.6219224296234424,0.7425801302955926,0.6331542777576392,-1.748876106037291
2.677762062194527,1.4200721268625338,1.162540065347988,1.9644960077887577,-0.21946026198452548,-2.164606694255529,-1.585978128678343,0.3630872957993193,-0.11509566094065583,0.028078560055272348,2.259854835600957,-0.973912068887894,2.0348705776784715,0.38716104657585576,0.5656617836158053,0.5654163130114923,0.5418282526237604,0.29742944235820906,-1.9177627065278589,-1.4857368818860779,-1.377425193868981,-1.5403658418071822,-1.3765372479102347,-1.274626017631036,-1.4820858952109959,-0.544763393129951,-0.6246801003304123,-1.1421574520546165,-1.1550407113143022,-1.1628953067818442,-0.4238340977834302
0.6435118927545157,0.9387405917303538,1.4871178054824157,1.4527857433437583,1.4720620009190635,-1.0410769038841128,-1.7107398218486292,-0.42342542735010896,0.6582722852249601,0.36504327696534933,0.6286144597466368,-1.5421419164269419,1.395435491558552,0.38716104657585576,0.9708259078247131,0.8366528440084529,1.6978792373862617,0.8876531434944861,-1.8465870149812043,-1.5999596258392472,-1.5647102865346847,-1.6448919299690374,-0.7723253442332073,-0.6929895006466744,-0.8243736040192511,-1.0225854598499329,-1.0856765378434625,-1.6713814165580338,-1.7243269637972714,-1.8160042466143835,-1.748876106037291
-0.40675586431582483,-0.9008962455997742,-0.5439979257261621,-0.179722812655267,0.6432298032107694,1.3621875366405234,-0.07404755931747531,0.5855206383938993,-0.34301742993882606,-0.14620846753101255,-0.30352289788440384,-0.14050829249729033,-0.10477759510741334,-0.41785476699785395,0.04932412431827364,0.01844561396974799,-0.10211242748517688,-0.2423141729424692,0.4132411916250725,0.0562701614817055,0.05842718323474945,0.07978852470157477,-0.29758741991554244,-0.25676211290840356,-0.3214171460490941,-0.544763393129951,-0.5537575714822511,-0.08370952304778097,-0.0164682063483652,-0.019954662074899477,0.9012079104704306
-0.19015042300386156,-0.5300282483535459,-0.44205816223744643,-0.2481014428508833,-0.01790605668539535,0.45140059895182133,0.3364405313099774,0.5651340022982305,-0.141477409409872,-0.32137721701065136,0.046028611227236435,0.12466563635426509,-0.05559028079049646,-0.14951616247328403,0.18756793312760991,0.1919673529760945,-0.6547859245865485,-0.2696298593333606,0.4310351145117364,0.0562701614817055,-0.004001180987152186,0.07978852470157477,0.04767652504275863,-0.014413564164919615,0.10416139531026972,-0.28747458797303727,-0.23460619166552418,-0.08370952304778097,-0.20623029050935485,-0.18323189703303452,0.9012079104704306
0.8813170935039909,0.18252514738399994,0.5100979383983989,0.16114428342319528,-0.6027326349912032,-0.41996455792154125,-0.2822727382410378,-3.4643224583022127,-0.4408291781328054,-0.36105470221157626,1.4830737042417568,0.6171315042214403,0.5100638338540479,-0.41785476699785395,-1.4514073516779278,-1.4849258405317256,-0.8677426849375349,-0.3020838358505135,-0.8323334104413793,0.6273838812475514,0.6827108254537625,0.49789287734899634,0.7382044149593623,0.8580412113116225,0.645806811585824,2.248657920002252,2.247682318020128,1.8567783467980838,1.8811526352615298,1.776094922464584,0.9012079104704306
0.14168751911131297,0.11603343305609717,-0.4267105253994204,0.071694915651759,0.5060373896758237,0.2598222141773739,-0.15052725703933462,0.7255408939970915,-0.32943080406845726,-0.35591132450034524,-0.38120101102032433,-0.06474431282541755,-0.1785585665827887,-0.46257786775194887,0.28813585412839315,0.3498199048480886,0.8409817969263371,-0.3017624277092089,0.00398096523180963,-0.45773218630755547,-0.5034280947623625,-0.3905788720267742,-0.12495544743639153,-0.2082924031597065,-0.08928339621671391,-0.838807741880709,-0.8019864224508162,-0.7893414757190044,-0.7755165429923239,-0.836340836865574,-0.4238340977834302
0.15272988058926126,-0.35942739825032555,-0.0584454155862983,-0.42460725312959596,0.6864749699665965,0.18157791896010958,-0.3605528642176264,0.39859482365064625,-0.32622704150627096,-0.25906886988031,0.20138483749907596,1.980883138315155,-1.186898510079585,-0.46257786775194887,-0.46701353497925807,-0.5225040548305554,0.10577393380983405,-0.07947620989877287,0.09295057966512763,0.9129407411304743,0.9324242823413679,0.915997229996417,1.1697843461572393,1.148859469803803,1.2261411861667748,0.6681695454669269,0.6873866833605754,0.4455144414556371,0.3630559619736133,0.46987704279950493,-1.748876106037291
